#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
GXレックスアーム,0,1,9,2,13,99,0,126,164,2,0,-3,0,-2,食事,4,逆上,1,肉食,2,,,,,★生産素材未入力,1,,,,,,
GXレックスガード,0,2,9,2,13,99,0,75,99,4,0,-3,0,-2,食事,3,逆上,1,肉食,2,,,,,★生産素材未入力,1,,,,,,
レックスXRアーム,0,1,9,2,13,99,0,120,158,2,0,-3,0,-2,食事,4,聴覚保護,2,,,,,,,★生産素材未入力,1,,,,,,
レックスXRガード,0,2,9,2,13,99,0,72,96,4,0,-3,0,-2,食事,3,聴覚保護,2,,,,,,,★生産素材未入力,1,,,,,,
ディアブロＸアーム,0,1,9,1,12,99,0,124,162,3,-1,-1,-3,-1,抜刀会心,3,闘魂,3,重撃,2,,,,,★生産素材未入力,1,,,,,,
ディアブロＸガード,0,2,9,1,12,99,0,74,98,3,0,0,-3,0,装填速度,3,闘魂,3,重撃,2,,,,,★生産素材未入力,1,,,,,,
ディアブロXRアーム,0,1,9,2,13,99,0,118,156,3,-1,-1,-3,-1,抜刀減気,2,闘魂,6,,,,,,,★生産素材未入力,1,,,,,,
ディアブロXRガード,0,2,9,2,13,99,0,70,94,3,0,0,-3,0,変則射撃,2,闘魂,5,,,,,,,★生産素材未入力,1,,,,,,
キリンＸアームロング,0,1,9,1,11,99,0,124,162,-1,-1,3,0,2,属性攻撃,1,加護,2,スタミナ,2,属性会心,3,,,★生産素材未入力,1,,,,,,
キリンＸグローブ,0,2,9,1,11,99,0,74,98,-1,-1,4,0,2,属性攻撃,1,加護,2,スタミナ,2,属性会心,3,,,★生産素材未入力,1,,,,,,
ブラキＸアーム,0,1,9,1,12,99,0,126,164,2,-4,0,-2,0,闘魂,3,細菌学,3,納刀研磨,2,,,,,★生産素材未入力,1,,,,,,
ブラキＸガード,0,2,9,1,12,99,0,75,99,2,-3,0,-2,0,闘魂,3,細菌学,3,変則射撃,2,,,,,★生産素材未入力,1,,,,,,
GXブラキアーム,0,1,9,1,13,99,0,130,168,2,-4,0,-2,0,爆弾強化,2,匠,5,,,,,,,★生産素材未入力,1,,,,,,
GXブラキガード,0,2,9,1,13,99,0,78,102,2,-3,0,-2,0,爆弾強化,2,速射,5,,,,,,,★生産素材未入力,1,,,,,,
アークＸアーム,1,1,9,2,12,99,0,130,168,-2,2,0,2,-4,潔癖,2,匠,2,節食,3,,,,,★生産素材未入力,1,,,,,,
アークＸガード,1,2,9,2,12,99,0,78,102,-2,2,0,2,-3,潔癖,2,通常弾強化,1,節食,3,,,,,★生産素材未入力,1,,,,,,
フィリアＸアーム,2,1,9,2,12,99,0,130,168,-2,2,0,2,-4,潔癖,2,匠,2,節食,3,,,,,★生産素材未入力,1,,,,,,
フィリアＸガード,2,2,9,2,12,99,0,78,102,-2,2,0,2,-3,潔癖,2,通常弾強化,1,節食,3,,,,,★生産素材未入力,1,,,,,,
GXアークアーム,1,1,9,2,13,99,0,132,170,-2,2,0,2,-4,チャンス,2,ガード性能,3,節食,3,,,,,★生産素材未入力,1,,,,,,
GXアークガード,1,2,9,2,13,99,0,79,103,-2,2,0,2,-3,チャンス,2,反動,3,節食,3,,,,,★生産素材未入力,1,,,,,,
GXフィリアアーム,2,1,9,2,13,99,0,132,170,-2,2,0,2,-4,チャンス,2,ガード性能,3,節食,3,,,,,★生産素材未入力,1,,,,,,
GXフィリアガード,2,2,9,2,13,99,0,79,103,-2,2,0,2,-3,チャンス,2,反動,3,節食,3,,,,,★生産素材未入力,1,,,,,,
バルクＸアーム,0,1,9,2,11,99,0,134,172,-2,-2,-2,-2,3,龍気,2,走行継続,2,攻撃,3,窮地,2,,,★生産素材未入力,1,,,,,,
バルクＸガード,0,2,9,2,11,99,0,80,104,-2,-2,-2,-2,4,龍気,1,走行継続,2,攻撃,3,窮地,2,,,★生産素材未入力,1,,,,,,
斉天ノ篭手・真,0,1,9,0,12,99,0,120,158,2,1,3,-5,2,無心,3,攻撃,5,気配,-2,逆上,2,,,★生産素材未入力,1,,,,,,
仙師ノ篭手・真,0,2,9,0,12,99,0,72,96,2,1,3,-4,2,無心,3,攻撃,4,気配,2,無傷,2,,,★生産素材未入力,1,,,,,,
バンギスＸアーム,0,1,9,1,12,99,0,128,166,0,0,-4,0,-4,痛撃,2,重撃,3,食欲,2,,,,,★生産素材未入力,1,,,,,,
バンギスＸガード,0,2,9,1,12,99,0,76,100,0,0,-3,0,-4,痛撃,2,重撃,2,食欲,2,,,,,★生産素材未入力,1,,,,,,
ケイオスアーム,1,1,9,0,13,99,0,126,164,-3,3,-1,2,-3,剛撃,2,攻撃,3,狂撃耐性,4,運気,-2,,,★生産素材未入力,1,,,,,,
ケイオスガード,1,2,9,0,13,99,0,75,99,-2,3,-1,2,-3,剛撃,2,攻撃,3,狂撃耐性,4,運気,-2,,,★生産素材未入力,1,,,,,,
ネフィリムアーム,2,1,9,0,13,99,0,126,164,-3,3,-1,2,-3,剛撃,2,攻撃,3,狂撃耐性,4,運気,-2,,,★生産素材未入力,1,,,,,,
ネフィリムガード,2,2,9,0,13,99,0,75,99,-2,3,-1,2,-3,剛撃,2,攻撃,3,狂撃耐性,4,運気,-2,,,★生産素材未入力,1,,,,,,
クロオビＸアーム,0,1,9,0,13,99,0,120,158,3,3,3,3,3,胴系統倍加,0,,,,,,,,,★生産素材未入力,1,,,,,,
クロオビＸガード,0,2,9,0,13,99,0,72,96,3,3,3,3,4,胴系統倍加,0,,,,,,,,,★生産素材未入力,1,,,,,,
ブラックＸクロウ,0,1,9,0,13,99,0,124,162,2,2,2,2,-5,属性耐性,2,溜め短縮,2,抜刀会心,2,居合,2,,,★生産素材未入力,1,,,,,,
ブラックＸフィスト,0,2,9,0,13,99,0,74,98,2,2,2,3,-5,属性耐性,2,溜め短縮,2,貫通弾強化,2,潔癖,2,,,★生産素材未入力,1,,,,,,
ダマスクXRアーム,0,1,9,1,13,99,0,114,152,-1,2,-3,1,-1,無心,4,抜刀会心,3,,,,,,,★生産素材未入力,1,,,,,,
ダマスクXRガード,0,2,9,1,13,99,0,68,92,-1,2,-3,1,-1,無心,3,貫通弾強化,2,,,,,,,★生産素材未入力,1,,,,,,
クシャナＸハトゥー,0,1,10,2,13,99,0,132,170,-1,2,-2,3,-3,対炎龍,2,匠,3,納刀研磨,2,,,,,★生産素材未入力,1,,,,,,
クシャナＸマカーン,0,2,10,2,13,99,0,79,103,-1,2,-2,5,-3,対炎龍,2,速射,2,弾薬節約,2,,,,,★生産素材未入力,1,,,,,,
GXクシャナハトゥー,0,1,10,1,13,99,0,134,172,-1,2,-2,3,-3,ガード性能,1,跳躍,3,連撃,3,回避性能,1,,,★生産素材未入力,1,,,,,,
GXクシャナマカーン,0,2,10,1,13,99,0,80,104,-1,2,-2,5,-3,装填速度,1,跳躍,3,連撃,3,回避性能,1,,,★生産素材未入力,1,,,,,,
クシャナXRハトゥー,0,1,10,1,12,99,0,126,164,-1,2,-2,3,-3,匠,6,毒,-2,,,,,,,★生産素材未入力,1,,,,,,
クシャナXRマカーン,0,2,10,1,12,99,0,75,99,-1,2,-2,5,-3,装填数,6,毒,-2,,,,,,,★生産素材未入力,1,,,,,,
ミヅハ真【大袖】,0,1,10,1,13,99,0,124,162,-5,1,0,2,-3,対鋼龍,2,聴覚保護,2,特殊攻撃,2,,,,,★生産素材未入力,1,,,,,,
トヨタマ真【大袖】,0,2,10,1,13,99,0,74,98,-4,1,0,2,-3,対鋼龍,2,聴覚保護,2,特殊攻撃,2,,,,,★生産素材未入力,1,,,,,,
カイザーＸアーム,0,1,10,1,13,99,0,128,166,4,-4,1,-1,-3,闘魂,3,気力回復,2,対霞龍,2,,,,,★生産素材未入力,1,,,,,,
カイザーＸガード,0,2,10,1,13,99,0,76,100,4,-3,1,-1,-3,闘魂,3,気力回復,2,対霞龍,2,,,,,★生産素材未入力,1,,,,,,
Ｓ・ソルＺアーム,0,1,10,2,13,99,0,130,168,2,-5,-4,0,4,痛撃,2,会心強化,2,闘魂,2,,,,,★生産素材未入力,1,,,,,,
Ｓ・ソルＺガード,0,2,10,2,13,99,0,78,102,2,-5,-4,0,4,痛撃,1,会心強化,2,闘魂,2,,,,,★生産素材未入力,1,,,,,,
GXＳ・ソルアーム,0,1,10,1,13,99,0,132,170,2,-5,-4,0,4,剥ぎ取り,3,護石収集,2,納刀,2,,,,,★生産素材未入力,1,,,,,,
GXＳ・ソルガード,0,2,10,1,13,99,0,79,103,2,-5,-4,0,4,剥ぎ取り,3,護石収集,2,納刀,2,,,,,★生産素材未入力,1,,,,,,
Ｓ・ソルXRアーム,0,1,10,1,13,99,0,126,164,2,-5,-4,0,4,会心強化,4,,,,,,,,,★生産素材未入力,1,,,,,,
Ｓ・ソルXRガード,0,2,10,1,13,99,0,75,99,2,-5,-4,0,4,会心強化,4,,,,,,,,,★生産素材未入力,1,,,,,,
GXＧ・ルナアーム,0,1,10,0,13,99,0,130,168,2,-4,-6,0,4,運気,4,護石収集,2,効果持続,2,,,,,★生産素材未入力,1,,,,,,
GXＧ・ルナガード,0,2,10,0,13,99,0,78,102,2,-4,-5,0,4,運気,4,護石収集,2,効果持続,2,,,,,★生産素材未入力,1,,,,,,
グリードＺアーム,0,1,10,1,13,99,0,132,170,-2,-2,-5,-2,-2,斬れ味,2,匠,3,盾持,2,,,,,★生産素材未入力,1,,,,,,
グリードＺガード,0,2,10,2,13,99,0,79,103,-2,-2,-4,-2,-2,射法,2,通常弾強化,2,盾持,2,,,,,★生産素材未入力,1,,,,,,
グリードXRアーム,0,1,10,3,13,99,0,128,166,-2,-2,-5,-2,-2,匠,5,,,,,,,,,★生産素材未入力,1,,,,,,
グリードXRガード,0,2,10,3,13,99,0,76,100,-2,-2,-4,-2,-2,通常弾強化,5,,,,,,,,,★生産素材未入力,1,,,,,,
暁丸【篭手】,1,1,10,1,13,99,0,120,158,-2,2,0,2,-3,斬術,2,回避距離,2,底力,2,,,,,★生産素材未入力,1,,,,,,
曙丸【篭手】,1,2,10,1,13,99,0,72,96,-1,2,0,2,-2,裏稼業,2,溜め短縮,2,底力,2,,,,,★生産素材未入力,1,,,,,,
凛【篭手】,2,1,10,1,13,99,0,120,158,-2,2,0,2,-3,斬術,2,回避距離,2,底力,2,,,,,★生産素材未入力,1,,,,,,
艶【篭手】,2,2,10,1,13,99,0,72,96,-1,2,0,2,-2,裏稼業,2,溜め短縮,2,底力,2,,,,,★生産素材未入力,1,,,,,,
暁丸戦流【篭手】,1,1,10,1,13,99,0,116,154,-2,2,0,2,-3,斬れ味,3,回避性能,4,底力,3,,,,,★生産素材未入力,1,,,,,,
曙丸戦流【篭手】,1,2,10,1,13,99,0,69,93,-1,2,0,2,-2,装填数,3,体術,4,痛撃,3,,,,,★生産素材未入力,1,,,,,,
凛戦流【篭手】,2,1,10,1,13,99,0,116,154,-2,2,0,2,-3,斬れ味,3,回避性能,4,底力,3,,,,,★生産素材未入力,1,,,,,,
艶戦流【篭手】,2,2,10,1,13,99,0,69,93,-1,2,0,2,-2,装填数,3,体術,4,痛撃,3,,,,,★生産素材未入力,1,,,,,,
アカムトＸサクンペ,0,1,10,0,13,99,0,134,172,4,0,-3,2,-5,鈍器,3,聴覚保護,3,剣術,2,炎熱適応,2,,,★生産素材未入力,1,,,,,,
アカムトＸノキリペ,0,2,10,0,13,99,0,80,104,4,0,-3,2,-4,精密射撃,3,聴覚保護,3,貫通弾強化,2,炎熱適応,2,,,★生産素材未入力,1,,,,,,
アカムトXRサクンペ,0,1,10,1,13,99,0,128,166,4,0,-3,2,-5,鈍器,5,聴覚保護,3,剣術,2,,,,,★生産素材未入力,1,,,,,,
アカムトXRノキリペ,0,2,10,1,13,99,0,76,100,4,0,-3,2,-4,貫通弾強化,5,聴覚保護,3,装填数,2,,,,,★生産素材未入力,1,,,,,,
ウカムルＸサクンペ,0,1,10,0,13,99,0,136,174,-4,0,-3,4,-2,斬れ味,3,攻撃,4,回復量,2,寒冷適応,3,,,★生産素材未入力,1,,,,,,
ウカムルＸノキリペ,0,2,10,0,13,99,0,81,105,-4,0,-3,4,-2,散弾強化,3,攻撃,4,回復量,2,寒冷適応,3,,,★生産素材未入力,1,,,,,,
荒天・真【袂】,0,1,10,1,13,99,0,132,170,-3,4,0,0,-5,本気,3,回避性能,3,会心強化,2,,,,,★生産素材未入力,1,,,,,,
蒼天・真【袂】,0,2,10,1,13,99,0,79,103,-3,5,0,0,-5,本気,3,回避性能,3,会心強化,2,,,,,★生産素材未入力,1,,,,,,
アスリスタＸアーム,0,1,10,1,13,99,0,132,170,0,2,1,1,-4,チャンス,2,無心,2,増幅,2,ＳＰ延長,2,,,★生産素材未入力,1,,,,,,
アスリスタＸガード,0,2,10,1,13,99,0,79,103,0,2,1,1,-3,チャンス,2,無心,2,増幅,2,ＳＰ延長,2,,,★生産素材未入力,1,,,,,,
ネセトタハッド,0,1,10,3,12,99,0,134,172,2,-1,-2,0,2,秘術,2,護石強化,3,,,,,,,★生産素材未入力,1,,,,,,
ネセトマーノ,0,2,10,3,12,99,0,80,104,3,-1,-2,0,2,秘術,3,護石強化,2,,,,,,,★生産素材未入力,1,,,,,,
ドラゴンクロウ,0,1,10,2,13,99,0,134,172,-1,2,2,0,-4,状態耐性,2,斬れ味,2,,,,,,,★生産素材未入力,1,,,,,,
ドラゴンフィスト,0,2,10,2,13,99,0,80,104,-1,3,3,0,-4,状態耐性,2,貫通弾強化,2,,,,,,,★生産素材未入力,1,,,,,,
エスカドラＸアムズ,0,1,10,0,13,99,0,136,174,0,0,0,0,-4,属性攻撃,2,属性耐性,2,属性会心,2,剛撃,2,,,★生産素材未入力,1,,,,,,
エスカドラＸアルマ,0,2,10,0,13,99,0,81,105,0,0,0,0,-4,属性攻撃,2,属性耐性,2,属性会心,2,剛撃,2,,,★生産素材未入力,1,,,,,,
エスカドラXRアムズ,0,1,10,2,13,99,0,130,168,0,0,0,0,-4,属性攻撃,6,属性会心,2,,,,,,,★生産素材未入力,1,,,,,,
エスカドラXRアルマ,0,2,10,2,13,99,0,78,102,0,0,0,0,-4,属性攻撃,5,属性会心,2,,,,,,,★生産素材未入力,1,,,,,,
ミラバルクロウ,0,1,10,3,13,99,0,138,176,4,0,1,-2,-4,怒,3,匠,2,防御,-3,,,,,★生産素材未入力,1,,,,,,
ミラバルフィスト,0,2,10,3,13,99,0,82,106,5,0,1,-2,-4,怒,3,通常弾強化,2,防御,-3,,,,,★生産素材未入力,1,,,,,,
ミラバルXRクロウ,0,1,10,1,13,99,0,134,172,4,0,1,-2,-4,根性,8,属性攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
ミラバルXRフィスト,0,2,10,1,13,99,0,80,104,5,0,1,-2,-4,根性,8,属性攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
ミラルーツクロウ,0,1,10,1,13,99,0,136,174,-2,1,4,0,-4,刀匠,2,達人,3,運気,-3,,,,,★生産素材未入力,1,,,,,,
ミラルーツフィスト,0,2,10,1,13,99,0,81,105,-2,1,5,0,-4,射手,2,達人,3,運気,-3,,,,,★生産素材未入力,1,,,,,,
異形アーム,0,1,5,0,4,99,0,44,120,1,1,1,1,3,重撃,2,笛,2,体力,3,,,,,異形の骨,1,矛砕の爪,2,尖竜骨,2,麻痺袋,5
異形ガード,0,2,5,0,4,99,0,22,60,2,2,2,2,3,重撃,2,笛,2,体力,3,,,,,異形の骨,1,矛砕の爪,2,尖竜骨,2,麻痺袋,5
異形Ｘアーム,0,1,8,1,9,99,0,110,152,1,1,1,1,3,重撃,2,笛,2,体力,3,剛腕,2,,,★生産素材未入力,1,,,,,,
異形Ｘガード,0,2,8,1,9,99,0,66,93,2,2,2,2,3,重撃,2,笛,2,体力,3,剛腕,2,,,★生産素材未入力,1,,,,,,
LV14 紅兜アーム,0,1,11,0,13,99,0,26,158,-2,2,1,-1,0,紅兜,3,防御,2,体術,3,真・紅兜,3,,,★生産素材未入力,1,,,,,,
LV14 紅兜ガード,0,2,11,0,13,99,0,13,95,-2,3,1,-1,0,紅兜,2,防御,2,体術,3,真・紅兜,2,,,★生産素材未入力,1,,,,,,
LV14 大雪主アーム,0,1,11,0,13,99,0,22,154,-4,3,-2,4,0,大雪主,2,跳躍,2,回復速度,3,真・大雪主,2,,,★生産素材未入力,1,,,,,,
LV14 大雪主ガード,0,2,11,0,13,99,0,11,93,-4,3,-2,5,0,大雪主,2,跳躍,2,回復速度,3,真・大雪主,2,,,★生産素材未入力,1,,,,,,
LV14 矛砕アーム,0,1,11,0,13,99,0,30,162,0,4,-4,0,0,矛砕,2,窮地,2,泡沫,2,真・矛砕,2,,,★生産素材未入力,1,,,,,,
LV14 矛砕ガード,0,2,11,0,13,99,0,15,97,0,5,-4,0,0,矛砕,2,窮地,2,泡沫,2,真・矛砕,2,,,★生産素材未入力,1,,,,,,
LV14 紫毒姫アーム,0,1,11,0,13,99,0,30,162,4,0,-1,0,-3,紫毒姫,2,特殊会心,2,達人,3,真・紫毒姫,2,,,★生産素材未入力,1,,,,,,
LV14 紫毒姫ガード,0,2,11,0,13,99,0,15,97,4,1,-1,1,-3,紫毒姫,2,特殊会心,2,達人,3,真・紫毒姫,2,,,★生産素材未入力,1,,,,,,
LV14 岩穿アーム,0,1,11,0,13,99,0,52,160,3,-3,-2,0,0,岩穿,3,痛撃,2,ガード性能,3,真・岩穿,3,,,★生産素材未入力,1,,,,,,
LV14 岩穿ガード,0,2,11,0,13,99,0,26,96,4,-3,-2,1,1,岩穿,2,痛撃,2,装填速度,3,真・岩穿,2,,,★生産素材未入力,1,,,,,,
LV14 白疾風アーム,0,1,11,0,13,99,0,44,152,-2,1,-3,0,0,白疾風,2,回避距離,2,会心強化,2,真・白疾風,2,,,★生産素材未入力,1,,,,,,
LV14 白疾風ガード,0,2,11,0,13,99,0,22,92,-2,1,-3,1,1,白疾風,2,回避距離,2,会心強化,2,真・白疾風,2,,,★生産素材未入力,1,,,,,,
LV14 宝纏アーム,0,1,11,0,13,99,0,70,178,4,-4,1,1,-2,宝纏,3,チャンス,2,運気,3,真・宝纏,3,,,★生産素材未入力,1,,,,,,
LV14 宝纏ガード,0,2,11,0,13,99,0,35,105,5,-4,1,1,-2,宝纏,2,チャンス,2,運気,3,真・宝纏,2,,,★生産素材未入力,1,,,,,,
LV14 隻眼アーム,0,1,11,0,13,99,0,66,174,2,-4,2,-2,0,隻眼,2,根性,2,連撃,2,真・隻眼,2,,,★生産素材未入力,1,,,,,,
LV14 隻眼ガード,0,2,11,0,13,99,0,33,103,3,-4,3,-2,0,隻眼,2,根性,2,連撃,2,真・隻眼,2,,,★生産素材未入力,1,,,,,,
LV14 黒炎王アーム,0,1,11,0,13,99,0,68,168,5,0,-2,0,-3,黒炎王,2,痛撃,3,聴覚保護,3,真・黒炎王,2,,,★生産素材未入力,1,,,,,,
LV14 黒炎王ガード,0,2,11,0,13,99,0,34,100,5,1,-2,1,-3,黒炎王,2,痛撃,3,聴覚保護,3,真・黒炎王,2,,,★生産素材未入力,1,,,,,,
LV14 金雷公アーム,0,1,11,0,13,99,0,68,176,0,0,4,-3,1,金雷公,2,スタミナ,2,狂撃耐性,2,真・金雷公,2,,,★生産素材未入力,1,,,,,,
LV14 金雷公ガード,0,2,11,0,13,99,0,34,104,0,0,5,-3,1,金雷公,2,スタミナ,2,狂撃耐性,2,真・金雷公,2,,,★生産素材未入力,1,,,,,,
LV14 荒鉤爪アーム,0,1,11,0,13,99,0,70,178,2,1,-4,1,-2,荒鉤爪,3,重撃,2,抜刀会心,2,真・荒鉤爪,2,,,★生産素材未入力,1,,,,,,
LV14 荒鉤爪ガード,0,2,11,0,13,99,0,35,105,3,1,-4,1,-2,荒鉤爪,2,重撃,2,通常弾強化,2,真・荒鉤爪,2,,,★生産素材未入力,1,,,,,,
LV14 燼滅刃アーム,0,1,11,0,13,99,0,70,178,4,-3,1,-2,0,燼滅刃,2,研磨術,2,加護,2,真・燼滅刃,2,,,★生産素材未入力,1,,,,,,
LV14 燼滅刃ガード,0,2,11,0,13,99,0,35,105,4,-3,1,-2,0,燼滅刃,2,研磨術,2,加護,2,真・燼滅刃,2,,,★生産素材未入力,1,,,,,,
LV14 朧隠アーム,0,1,11,0,13,99,0,106,156,-2,-3,1,1,1,朧隠,2,気配,2,無心,2,真・朧隠,2,,,★生産素材未入力,1,,,,,,
LV14 朧隠ガード,0,2,11,0,13,99,0,63,93,-1,-3,1,1,1,朧隠,2,気配,2,無心,2,真・朧隠,2,,,★生産素材未入力,1,,,,,,
LV14 鎧裂アーム,0,1,11,0,13,99,0,110,160,1,3,-2,-1,0,鎧裂,2,ガード強化,2,斬れ味,2,真・鎧裂,2,,,★生産素材未入力,1,,,,,,
LV14 鎧裂ガード,0,2,11,0,13,99,0,66,96,2,3,-2,-1,0,鎧裂,2,ガード強化,2,貫通弾強化,2,真・鎧裂,2,,,★生産素材未入力,1,,,,,,
LV14 天眼アーム,0,1,11,0,13,99,0,116,174,0,3,-3,1,-2,天眼,2,泡沫,2,回避術,2,真・天眼,2,,,★生産素材未入力,1,,,,,,
LV14 天眼ガード,0,2,11,0,13,99,0,69,104,0,3,-2,1,-2,天眼,2,泡沫,2,回避術,2,真・天眼,2,,,★生産素材未入力,1,,,,,,
LV14 青電主アーム,0,1,11,0,13,99,0,118,176,-1,-1,3,-3,2,青電主,2,連撃,2,跳躍,2,真・青電主,2,,,★生産素材未入力,1,,,,,,
LV14 青電主ガード,0,2,11,0,13,99,0,70,105,-1,-1,4,-3,2,青電主,2,連撃,2,跳躍,2,真・青電主,2,,,★生産素材未入力,1,,,,,,
LV14 銀嶺アーム,0,1,11,0,13,99,0,122,180,-3,2,-2,3,2,銀嶺,2,溜め短縮,2,気力回復,2,真・銀嶺,2,,,★生産素材未入力,1,,,,,,
LV14 銀嶺ガード,0,2,11,0,13,99,0,73,108,-3,2,-2,4,2,銀嶺,2,溜め短縮,2,気力回復,2,真・銀嶺,2,,,★生産素材未入力,1,,,,,,
LV14 鏖魔アーム,0,1,11,0,13,99,0,122,180,4,-3,-1,-1,-1,鏖魔,2,裏会心,2,逆上,2,真・鏖魔,2,,,★生産素材未入力,1,,,,,,
LV14 鏖魔ガード,0,2,11,0,13,99,0,73,108,5,-3,-1,-1,-1,鏖魔,2,裏会心,2,逆上,2,真・鏖魔,2,,,★生産素材未入力,1,,,,,,
瑞星【篭手】,1,1,3,1,2,99,0,24,74,1,1,1,1,1,本気,2,スタミナ,2,気絶,-2,,,,,スタジオパス,1,斬竜の尻尾,1,斬竜の鱗,5,夜鳥の羽鱗,3
景星【篭手】,1,2,3,1,2,99,0,12,37,2,2,2,2,2,本気,2,スタミナ,2,気絶,-2,,,,,スタジオパス,1,斬竜の尻尾,1,斬竜の鱗,5,夜鳥の羽鱗,3
夢見【篭手】,2,1,3,1,2,99,0,24,74,1,1,1,1,1,本気,3,スタミナ,2,連撃,1,,,,,スタジオパス,1,斬竜の尻尾,1,斬竜の鱗,5,夜鳥の羽鱗,3
夢語【篭手】,2,2,3,1,2,99,0,12,37,2,2,2,2,2,本気,3,スタミナ,2,連撃,1,,,,,スタジオパス,1,斬竜の尻尾,1,斬竜の鱗,5,夜鳥の羽鱗,3
ニセたま腕タイツ,0,1,3,0,1,99,0,18,68,2,1,0,0,0,運搬,2,笛,2,スタミナ,3,,,,,ぐでぐでとした卵,1,赤熱した火炎嚢,1,鋼のたまご,1,海綿質の皮,3
ニセたま腕スーツ,0,2,3,0,1,99,0,9,34,3,1,0,0,0,運搬,2,笛,2,スタミナ,2,,,,,ぐでぐでとした卵,1,赤熱した火炎嚢,1,鋼のたまご,1,海綿質の皮,3
海賊Ｊグラブ,0,1,6,0,6,99,0,52,124,0,0,0,0,0,運気,3,護石王,2,気まぐれ,-2,,,,,海賊Ｊチケット,1,獰猛化溶岩竜鱗,1,溶岩竜の堅殻,4,火竜の翼,3
海賊Ｊカフス,0,2,6,0,6,99,0,26,62,0,0,0,0,0,運気,3,護石王,2,気まぐれ,-2,,,,,海賊Ｊチケット,1,獰猛化溶岩竜鱗,1,溶岩竜の堅殻,4,火竜の翼,3
大海賊Ｊグラブ,0,1,6,3,6,99,0,56,128,-4,-4,-4,-4,-4,運気,2,剥ぎ取り,1,捕獲,1,,,,,海賊Ｊチケット,1,獰猛化溶岩竜鱗,1,溶岩竜の鋭牙,2,炎戈竜の堅殻,5
大海賊Ｊカフス,0,2,6,3,6,99,0,28,64,-3,-3,-3,-3,-3,運気,2,剥ぎ取り,1,捕獲,1,,,,,海賊Ｊチケット,1,獰猛化溶岩竜鱗,1,溶岩竜の鋭牙,2,炎戈竜の堅殻,5
ゾディアスアーム,0,1,7,1,8,99,0,68,140,1,1,1,1,1,無心,2,跳躍,3,回避性能,1,,,,,冥天の星くず,1,炎龍の尖爪,3,炎の龍鱗,6,翼蛇竜の上皮,5
ゾディアスガード,0,2,7,1,8,99,0,34,70,2,2,2,2,2,無心,2,跳躍,3,回避性能,1,,,,,冥天の星くず,1,炎龍の尖爪,3,炎の龍鱗,6,翼蛇竜の上皮,5
王者のバンテージ,0,1,7,0,6,99,0,66,138,4,4,4,4,4,闘魂,3,食事,3,気配,-2,,,,,地下闘技場入場券,1,獰猛化巨獣毛,1,金獅子の尖爪,3,砕竜の拳,4
強者のバンテージ,0,2,7,0,6,99,0,33,69,5,5,5,5,5,闘魂,3,食事,3,気配,-2,,,,,地下闘技場入場券,1,獰猛化巨獣毛,1,金獅子の尖爪,3,砕竜の拳,4
ライクログローブ,0,1,6,1,5,99,0,54,126,0,-1,4,-2,1,聴覚保護,2,気絶,2,回避距離,1,,,,,ユニクロＳコイン,1,電竜の上鱗,4,電竜の翼爪,6,電撃袋,4
ライクログラブ,0,2,6,1,5,99,0,27,63,0,-1,5,-2,1,聴覚保護,2,気絶,2,回避距離,1,,,,,ユニクロＳコイン,1,電竜の上鱗,4,電竜の翼爪,6,電撃袋,4
ブルースターアーム,0,1,6,2,4,99,0,56,128,1,1,1,1,1,体術,2,耐震,2,,,,,,,スタジオＸパス,1,泡狐竜の尖爪,3,夜鳥の翼,3,火竜の翼爪,3
ブルースターカフス,0,2,6,2,4,99,0,28,64,2,2,2,2,2,体術,2,采配,2,,,,,,,スタジオＸパス,1,泡狐竜の尖爪,3,夜鳥の翼,3,火竜の翼爪,3
スターナイトアーム,0,1,6,1,4,99,0,52,124,1,1,1,1,1,研磨術,2,跳躍,2,広域,3,,,,,スタジオＷパス,1,巨獣の堅牙,3,斬竜の焔状殻,3,巨獣の赤毛,4
スターナイトガード,0,2,6,1,4,99,0,26,62,2,2,2,2,2,研磨術,2,跳躍,2,広域,3,,,,,スタジオＷパス,1,巨獣の堅牙,3,斬竜の焔状殻,3,巨獣の赤毛,4
スタールークアーム,0,1,7,0,4,99,0,64,136,0,0,0,0,0,斬れ味,2,装填数,2,ガード性能,3,,,,,スタジオＧパス,1,獰猛化斬竜鱗,1,電竜の堅棘殻,4,斬竜の尾刃片,4
スタールークガード,0,2,7,0,4,99,0,32,68,0,0,0,0,0,装填速度,2,装填数,2,精密射撃,3,,,,,スタジオＧパス,1,獰猛化斬竜鱗,1,電竜の堅棘殻,4,斬竜の尾刃片,4
